,age,job,marital,education,balance,housing,duration,campaign,y_pred
1899,47,admin.,married,secondary,663,yes,409,1,yes
1900,38,services,single,secondary,895,yes,1531,1,yes
1901,46,blue-collar,married,primary,804,yes,1063,2,yes
1902,42,blue-collar,married,primary,-407,yes,829,7,yes
1903,47,blue-collar,married,secondary,802,yes,289,2,no
1904,37,admin.,single,primary,912,yes,637,3,yes
1905,31,admin.,single,tertiary,355,yes,609,1,yes
1906,46,technician,married,secondary,3,yes,614,3,yes
1907,36,services,single,secondary,0,yes,398,6,yes
1908,40,services,married,secondary,1836,yes,750,2,yes
1909,39,management,married,tertiary,1425,yes,775,3,yes
1910,45,self-employed,divorced,tertiary,963,yes,528,5,yes
1911,59,admin.,married,secondary,145,yes,556,2,yes
1912,34,blue-collar,married,secondary,634,no,737,3,yes
1913,40,blue-collar,married,unknown,87,yes,477,3,yes
1914,50,blue-collar,married,primary,-522,yes,863,3,yes
1915,36,blue-collar,married,primary,319,yes,774,2,yes
1916,35,admin.,single,secondary,0,yes,1073,1,yes
1917,36,blue-collar,single,secondary,478,yes,610,1,yes
1918,35,blue-collar,single,primary,-276,yes,850,1,yes
1919,47,blue-collar,married,primary,4227,yes,659,1,yes
1920,47,housemaid,single,primary,2785,yes,570,1,yes
1921,38,blue-collar,married,primary,1401,no,516,1,yes
1922,33,management,single,tertiary,0,yes,585,1,yes
1923,38,blue-collar,married,primary,1852,yes,606,1,yes
1924,39,blue-collar,married,secondary,462,yes,590,1,yes
1925,43,housemaid,single,primary,800,yes,902,1,yes
1926,33,technician,married,secondary,221,yes,669,1,yes
1927,34,blue-collar,married,secondary,1089,yes,394,3,no
1928,28,admin.,divorced,secondary,451,yes,302,1,no
1929,34,blue-collar,married,secondary,496,yes,333,1,no
1930,42,blue-collar,single,secondary,1080,yes,951,3,yes
1931,33,management,married,tertiary,1064,yes,562,1,yes
1932,39,management,married,tertiary,297,yes,734,2,yes
1933,32,management,single,tertiary,3,yes,568,1,yes
1934,34,management,single,tertiary,76,yes,747,2,yes
1935,32,blue-collar,single,primary,398,yes,716,1,yes
1936,48,admin.,divorced,secondary,83,yes,1101,1,yes
1937,31,admin.,married,secondary,879,yes,394,1,no
1938,33,services,married,secondary,210,yes,1207,2,yes
1939,48,services,divorced,secondary,-276,yes,674,1,yes
1940,33,blue-collar,single,primary,863,yes,622,3,yes
1941,30,student,single,tertiary,228,yes,314,2,no
1942,35,management,single,tertiary,1396,yes,809,1,yes
1943,51,blue-collar,divorced,primary,-19,yes,829,1,yes
1944,38,services,single,secondary,2253,yes,937,3,yes
1945,39,blue-collar,single,primary,0,yes,1975,5,yes
1946,27,blue-collar,single,primary,265,yes,1119,2,yes
1947,50,technician,divorced,secondary,-54,yes,698,2,yes
1948,34,management,single,tertiary,3821,yes,649,2,yes
1949,38,blue-collar,divorced,primary,0,yes,531,2,yes
1950,29,services,divorced,secondary,-7,yes,1279,3,yes
1951,40,blue-collar,married,primary,830,yes,873,3,yes
1952,32,technician,single,tertiary,0,yes,440,2,yes
1953,38,blue-collar,married,primary,4406,yes,689,2,yes
1954,36,admin.,divorced,secondary,437,yes,722,2,yes
1955,28,blue-collar,single,primary,54,yes,533,1,yes
1956,49,blue-collar,married,secondary,-454,yes,558,1,yes
1957,26,blue-collar,single,secondary,1006,yes,667,1,yes
1958,44,admin.,divorced,secondary,2999,yes,717,1,yes
1959,49,management,married,tertiary,85,yes,590,5,yes
1960,31,self-employed,single,tertiary,17924,yes,745,1,yes
1961,55,blue-collar,divorced,primary,8180,no,854,2,yes
1962,32,management,married,tertiary,2431,yes,646,5,yes
1963,35,services,married,secondary,341,yes,345,1,no
1964,35,blue-collar,single,secondary,4963,yes,456,1,no
1965,31,admin.,married,secondary,8781,yes,680,1,yes
1966,28,admin.,divorced,secondary,-504,yes,578,1,yes
1967,39,management,married,tertiary,1738,yes,633,1,yes
1968,48,blue-collar,married,primary,214,yes,307,1,no
1969,32,admin.,married,secondary,684,yes,607,3,yes
1970,41,blue-collar,married,secondary,580,yes,874,1,yes
1971,34,management,married,tertiary,273,yes,492,1,yes
1972,32,blue-collar,single,secondary,811,yes,563,1,yes
1973,34,admin.,married,primary,0,yes,1020,1,yes
1974,36,self-employed,divorced,tertiary,1354,yes,1723,1,yes
1975,29,admin.,divorced,secondary,-254,yes,406,2,yes
1976,54,management,divorced,tertiary,-449,yes,691,1,yes
1977,29,blue-collar,married,secondary,7863,yes,1129,1,yes
1978,35,blue-collar,divorced,secondary,336,yes,191,1,no
1979,36,blue-collar,married,secondary,1049,yes,224,4,no
1980,37,services,married,secondary,6089,yes,616,2,yes
1981,37,management,divorced,tertiary,-42,yes,668,2,yes
1982,31,blue-collar,single,secondary,953,yes,479,1,yes
1983,33,admin.,single,secondary,315,yes,888,3,yes
1984,59,retired,divorced,secondary,5845,no,1060,2,yes
1985,30,blue-collar,married,secondary,378,yes,566,2,yes
1986,53,services,divorced,secondary,765,yes,959,3,yes
1987,26,blue-collar,married,secondary,5795,yes,1094,2,yes
1988,30,admin.,single,secondary,315,yes,884,3,yes
1989,35,management,single,tertiary,916,yes,460,2,no
1990,34,admin.,married,secondary,124,yes,604,4,yes
1991,33,services,married,secondary,207,yes,629,4,yes
1992,59,retired,married,tertiary,422,yes,647,4,no
1993,36,technician,single,secondary,125,yes,676,3,yes
1994,34,services,single,secondary,2,yes,153,2,no
1995,39,services,single,secondary,7066,yes,667,3,yes
1996,42,services,married,secondary,146,yes,670,4,yes
1997,60,retired,divorced,secondary,496,yes,655,2,yes
1998,56,services,single,secondary,-40,yes,311,1,no
1999,30,services,single,secondary,140,yes,760,1,yes
2000,26,services,married,secondary,77,yes,619,1,yes
2001,35,blue-collar,married,primary,22,yes,1190,2,yes
2002,22,blue-collar,single,secondary,-51,yes,859,1,yes
2003,26,blue-collar,single,secondary,26,yes,899,1,yes
2004,28,admin.,single,secondary,154,yes,536,1,yes
2005,35,admin.,divorced,secondary,534,no,669,1,yes
2006,35,housemaid,married,tertiary,1265,yes,326,5,no
2007,55,technician,married,tertiary,-466,yes,901,1,yes
2008,32,services,married,secondary,38,yes,744,1,yes
2009,28,management,single,secondary,703,yes,485,1,yes
2010,31,admin.,married,secondary,685,yes,552,1,yes
2011,23,blue-collar,single,secondary,780,yes,416,1,yes
2012,26,technician,single,tertiary,-67,yes,637,1,yes
2013,46,blue-collar,married,primary,1085,yes,523,2,yes
2014,34,blue-collar,married,secondary,29,yes,285,5,no
2015,60,management,single,tertiary,560,no,730,5,yes
2016,28,student,single,tertiary,22,yes,536,2,yes
2017,29,services,married,secondary,6567,yes,792,2,yes
2018,39,entrepreneur,married,secondary,2139,yes,576,4,yes
2019,54,unemployed,married,secondary,582,yes,693,5,yes
2020,34,technician,single,secondary,194,yes,1015,1,yes
2021,27,services,single,secondary,353,yes,663,1,yes
2022,28,services,single,secondary,341,yes,437,3,no
2023,39,entrepreneur,married,tertiary,-172,yes,562,2,yes
2024,60,retired,divorced,secondary,-639,yes,585,1,yes
2025,26,student,single,secondary,864,yes,659,1,yes
2026,32,management,married,secondary,134,yes,532,3,yes
2027,40,admin.,single,secondary,50,no,837,1,yes
2028,25,admin.,single,secondary,507,yes,832,1,yes
2029,48,blue-collar,married,secondary,480,yes,830,1,yes
2030,37,entrepreneur,single,secondary,-22,yes,317,1,no
2031,39,admin.,divorced,secondary,878,yes,611,5,yes
2032,40,admin.,married,secondary,2574,yes,432,1,no
2033,31,management,single,tertiary,2734,yes,858,3,yes
2034,42,admin.,divorced,secondary,241,yes,1012,3,yes
2035,51,blue-collar,married,primary,129,yes,611,2,yes
2036,28,management,single,tertiary,41,yes,885,3,yes
2037,32,management,married,tertiary,3387,yes,1111,5,yes
2038,36,admin.,single,secondary,148,yes,1357,4,yes
2039,36,blue-collar,married,secondary,249,yes,709,5,yes
2040,38,self-employed,single,tertiary,5774,yes,406,4,no
2041,36,services,single,secondary,0,yes,1002,4,yes
2042,40,blue-collar,married,primary,1841,yes,880,4,yes
2043,37,blue-collar,married,primary,2120,yes,655,3,yes
2044,51,management,single,tertiary,297,yes,415,4,no
2045,34,services,divorced,secondary,89,yes,1871,4,yes
2046,56,blue-collar,married,primary,827,yes,462,4,no
2047,35,blue-collar,married,secondary,205,yes,1313,7,yes
2048,34,technician,married,tertiary,3743,yes,722,4,yes
2049,39,services,married,secondary,117,yes,1032,2,yes
2050,29,blue-collar,married,secondary,-493,yes,536,2,yes
2051,33,management,single,tertiary,62,yes,473,3,yes
2052,40,admin.,single,secondary,2040,yes,906,2,yes
2053,22,services,single,secondary,344,yes,347,1,yes
2054,32,technician,single,secondary,230,yes,442,1,yes
2055,33,admin.,single,secondary,1277,yes,827,1,yes
2056,29,blue-collar,married,secondary,104,yes,903,4,yes
2057,29,technician,single,secondary,706,yes,1340,1,yes
2058,24,blue-collar,single,secondary,174,yes,487,1,yes
2059,31,blue-collar,single,secondary,239,yes,666,1,yes
2060,27,blue-collar,single,secondary,513,yes,351,1,no
2061,32,management,single,tertiary,7290,yes,357,1,yes
2062,30,blue-collar,single,secondary,5909,yes,420,2,no
2063,27,services,single,secondary,-195,yes,391,1,no
2064,55,blue-collar,married,secondary,3917,yes,565,1,yes
2065,28,admin.,single,secondary,352,yes,431,1,yes
2066,29,technician,single,tertiary,615,yes,373,1,no
2067,55,retired,divorced,tertiary,0,no,616,1,yes
2068,25,blue-collar,single,secondary,217,yes,504,1,yes
2069,36,housemaid,single,secondary,1015,yes,1008,1,yes
2070,27,blue-collar,married,unknown,409,yes,525,1,yes
2071,25,services,single,secondary,1119,yes,1063,1,yes
2072,32,blue-collar,single,primary,12198,yes,178,1,no
2073,33,admin.,single,tertiary,235,yes,525,1,yes
2074,38,entrepreneur,married,tertiary,170,yes,442,1,no
2075,45,technician,divorced,secondary,-357,yes,618,1,yes
2076,30,blue-collar,single,secondary,2145,yes,727,2,yes
2077,32,blue-collar,married,primary,-454,yes,801,5,yes
2078,26,blue-collar,single,primary,-887,yes,827,2,yes
2079,25,blue-collar,single,primary,292,yes,1027,2,yes
2080,33,blue-collar,married,secondary,139,yes,732,2,yes
2081,32,technician,single,tertiary,2684,yes,542,2,yes
2082,34,blue-collar,married,primary,-1,yes,1057,6,yes
2083,29,management,married,tertiary,1387,yes,256,2,yes
2084,28,self-employed,married,secondary,-522,yes,638,2,yes
2085,38,technician,single,secondary,-242,yes,1173,3,yes
2086,35,services,single,secondary,719,yes,1359,3,yes
2087,28,admin.,single,secondary,0,yes,390,5,yes
2088,29,unemployed,single,tertiary,497,yes,642,3,yes
2089,20,blue-collar,single,secondary,76,yes,639,2,yes
2090,45,admin.,divorced,secondary,397,yes,582,1,yes
2091,37,management,married,tertiary,3723,no,354,1,yes
2092,32,technician,single,tertiary,1625,no,796,1,yes
2093,59,admin.,married,secondary,106,no,186,1,yes
2094,37,services,married,secondary,1543,yes,298,1,yes
2095,59,management,married,tertiary,2239,no,431,1,yes
2096,27,technician,divorced,secondary,1977,yes,449,1,yes
2097,39,management,single,tertiary,0,yes,271,1,no
2098,43,services,married,secondary,2145,no,271,1,yes
2099,39,technician,married,secondary,116,no,554,2,yes
2100,26,student,single,secondary,620,no,223,1,yes
2101,39,management,single,tertiary,307,no,182,2,yes
2102,43,management,divorced,unknown,7702,no,460,1,yes
2103,27,student,single,tertiary,3733,yes,198,1,yes
2104,32,services,single,secondary,3993,no,148,2,yes
2105,29,management,single,tertiary,428,no,293,2,yes
2106,42,management,married,primary,5310,yes,545,2,yes
2107,53,blue-collar,married,unknown,2509,no,231,2,yes
2108,36,management,married,tertiary,255,no,970,2,yes
2109,27,management,single,tertiary,616,yes,685,1,yes
2110,43,admin.,single,secondary,733,yes,282,1,no
2111,60,retired,divorced,tertiary,439,no,464,1,yes
2112,29,technician,single,secondary,590,no,124,1,yes
2113,26,blue-collar,single,tertiary,567,no,421,1,yes
2114,26,student,single,unknown,689,no,678,2,yes
2115,28,technician,single,tertiary,386,no,867,1,yes
2116,28,technician,single,tertiary,0,yes,269,1,yes
2117,28,management,single,tertiary,957,no,915,2,yes
2118,40,technician,married,secondary,312,no,612,7,yes
2119,24,blue-collar,single,secondary,167,no,288,1,yes
2120,56,retired,divorced,tertiary,13094,no,1064,1,yes
2121,34,management,single,tertiary,5086,no,213,4,yes
2122,28,admin.,single,secondary,707,yes,226,1,no
2123,37,services,married,secondary,466,yes,377,1,no
2124,32,services,single,secondary,152,yes,158,2,no
2125,43,technician,divorced,secondary,1612,no,262,2,yes
2126,36,technician,married,tertiary,911,yes,117,2,no
2127,35,technician,single,secondary,27,yes,214,1,no
2128,29,technician,single,secondary,6,no,315,1,yes
2129,27,student,single,secondary,253,no,242,2,yes
2130,32,technician,single,tertiary,705,yes,414,2,no
2131,33,technician,single,tertiary,109,yes,601,2,yes
2132,24,student,single,secondary,23878,no,133,1,yes
2133,58,technician,married,secondary,3399,no,1078,1,yes
2134,43,management,married,tertiary,79,no,640,1,yes
2135,26,management,married,tertiary,243,no,482,1,yes
2136,31,technician,single,secondary,138,no,91,1,no
2137,25,management,single,tertiary,1317,no,176,1,yes
2138,58,retired,married,secondary,2714,no,165,1,yes
2139,48,management,divorced,tertiary,17964,yes,208,2,yes
2140,60,retired,married,tertiary,846,no,1346,1,yes
2141,25,student,single,tertiary,326,no,390,1,yes
2142,26,student,single,secondary,100,no,445,1,yes
2143,25,student,single,secondary,304,no,226,2,yes
2144,26,student,single,tertiary,39,no,396,3,yes
2145,32,management,single,tertiary,312,no,208,2,yes
2146,25,admin.,married,tertiary,906,no,253,1,yes
2147,21,admin.,single,secondary,524,no,185,1,yes
2148,41,self-employed,single,tertiary,1081,no,229,3,yes
2149,30,admin.,single,secondary,983,yes,189,2,no
2150,47,admin.,divorced,secondary,2232,no,439,1,yes
2151,37,admin.,married,secondary,1967,no,242,1,yes
2152,34,admin.,married,secondary,1406,yes,145,1,no
2153,28,admin.,single,secondary,157,no,155,3,yes
2154,24,admin.,single,tertiary,0,yes,122,2,yes
2155,26,admin.,single,secondary,2509,no,776,3,yes
2156,35,technician,married,secondary,1368,no,329,1,yes
2157,54,retired,divorced,tertiary,3076,no,367,2,yes
2158,44,management,married,tertiary,7818,no,412,1,yes
2159,56,admin.,single,secondary,4118,no,165,1,yes
2160,25,admin.,single,tertiary,760,yes,223,3,yes
2161,25,student,single,unknown,277,no,311,2,yes
2162,50,management,married,tertiary,253,no,513,9,yes
2163,55,admin.,married,secondary,602,no,324,3,no
2164,57,management,married,tertiary,473,no,295,1,yes
2165,48,management,married,tertiary,1167,yes,264,1,no
2166,25,unemployed,single,tertiary,343,no,377,1,yes
2167,49,management,married,tertiary,1808,yes,205,1,no
2168,25,technician,single,secondary,1199,no,287,1,yes
2169,38,housemaid,divorced,secondary,70,no,263,1,yes
2170,45,blue-collar,married,secondary,1723,no,166,2,yes
2171,33,management,married,tertiary,1323,no,327,1,yes
2172,45,admin.,married,tertiary,2552,no,69,1,no
2173,26,management,single,secondary,2613,no,326,1,yes
2174,49,admin.,married,secondary,0,no,1460,1,yes
2175,25,technician,single,secondary,938,no,1048,1,yes
2176,53,technician,married,secondary,284,no,781,1,yes
2177,43,management,married,tertiary,1059,no,335,2,yes
2178,49,technician,married,secondary,1684,no,412,2,yes
2179,54,management,married,tertiary,534,no,177,2,yes
2180,47,technician,married,secondary,293,no,251,1,yes
2181,34,blue-collar,married,secondary,262,no,339,1,yes
2182,54,services,divorced,secondary,0,no,174,1,no
2183,43,management,divorced,tertiary,2367,no,114,1,no
2184,23,services,single,secondary,31,no,192,1,no
2185,48,management,married,tertiary,3842,no,215,2,yes
2186,30,self-employed,single,tertiary,3343,no,235,1,yes
2187,38,unemployed,single,secondary,804,no,1087,1,yes
2188,34,student,single,unknown,1011,no,253,1,yes
2189,52,admin.,single,secondary,-528,yes,1144,2,yes
2190,27,management,single,tertiary,1840,no,220,1,yes
2191,40,blue-collar,married,secondary,1451,no,314,1,yes
2192,47,management,married,tertiary,2351,no,163,2,no
2193,26,management,single,tertiary,1623,no,479,1,yes
2194,37,admin.,married,secondary,597,no,395,1,yes
2195,34,management,married,tertiary,611,no,350,1,yes
2196,26,admin.,single,tertiary,313,no,199,1,yes
2197,44,management,married,tertiary,1954,no,294,1,yes
2198,29,management,single,tertiary,307,yes,690,1,yes
2199,40,unemployed,single,tertiary,7968,no,596,1,yes
2200,43,blue-collar,married,secondary,2160,no,169,1,yes
2201,52,technician,divorced,secondary,1005,yes,195,1,no
2202,38,admin.,married,tertiary,1988,no,103,1,no
2203,33,services,divorced,secondary,1117,no,417,1,yes
2204,50,technician,married,secondary,3370,no,160,2,yes
2205,53,admin.,married,secondary,109,no,270,1,yes
2206,42,services,married,secondary,1376,yes,271,2,no
2207,49,technician,married,tertiary,523,yes,712,1,yes
2208,27,technician,single,tertiary,15161,no,74,1,no
2209,32,admin.,married,tertiary,653,no,84,1,no
2210,31,student,single,tertiary,64,no,261,2,yes
2211,29,technician,single,secondary,1165,no,245,1,yes
2212,49,services,married,secondary,7019,yes,263,1,no
2213,46,blue-collar,married,secondary,1568,yes,310,1,no
2214,57,blue-collar,married,primary,3109,no,482,2,yes
2215,28,technician,single,tertiary,4987,no,924,2,yes
2216,37,entrepreneur,married,tertiary,189,no,253,2,no
2217,38,blue-collar,married,secondary,2467,no,192,1,yes
2218,49,management,married,tertiary,5887,no,181,3,yes
2219,35,technician,married,tertiary,1354,no,250,2,yes
2220,29,technician,married,secondary,23,yes,163,1,no
2221,52,technician,married,secondary,0,no,541,3,yes
2222,34,unemployed,married,secondary,978,no,262,2,yes
2223,60,technician,married,secondary,294,no,206,4,no
2224,32,self-employed,married,secondary,409,no,115,2,no
2225,27,admin.,single,secondary,261,yes,592,4,yes
2226,55,entrepreneur,married,secondary,27624,no,437,1,no
2227,29,management,single,tertiary,3846,no,313,2,yes
2228,42,blue-collar,married,secondary,2913,no,705,1,yes
2229,33,management,divorced,tertiary,2240,no,198,1,yes
2230,29,blue-collar,married,primary,5,no,321,1,no
2231,39,admin.,married,secondary,150,no,296,4,no
2232,31,technician,single,tertiary,882,no,411,1,yes
2233,60,management,divorced,tertiary,366,no,593,1,yes
2234,25,student,single,tertiary,1189,no,165,1,yes
2235,45,admin.,married,secondary,204,yes,224,2,no
2236,29,management,single,tertiary,637,yes,340,1,no
2237,55,management,divorced,tertiary,2383,no,591,2,yes
2238,26,technician,single,secondary,1231,yes,385,2,no
2239,30,management,single,tertiary,3340,no,238,3,yes
2240,54,admin.,divorced,secondary,200,no,170,1,yes
2241,39,blue-collar,single,tertiary,48,no,539,1,yes
2242,26,management,single,tertiary,2786,no,300,2,yes
2243,57,retired,married,secondary,5313,no,200,1,yes
2244,39,unemployed,married,tertiary,201,no,699,1,yes
2245,25,blue-collar,single,secondary,389,no,837,1,yes
2246,43,blue-collar,married,primary,3917,no,725,2,yes
2247,32,blue-collar,married,secondary,889,yes,1076,2,yes
2248,43,management,divorced,tertiary,481,yes,187,1,no
2249,50,management,divorced,tertiary,810,no,510,3,yes
2250,35,services,married,secondary,52,yes,328,2,no
2251,37,management,married,tertiary,108,yes,262,2,no
2252,42,admin.,single,secondary,684,no,207,1,yes
2253,27,management,married,secondary,2071,no,449,1,yes
2254,27,services,single,secondary,339,no,182,1,yes
2255,29,management,single,tertiary,572,no,224,1,yes
2256,29,student,single,secondary,1779,no,400,1,yes
2257,26,student,single,secondary,132,no,217,1,yes
2258,39,admin.,single,tertiary,22086,no,160,1,yes
2259,41,services,married,secondary,0,yes,352,2,no
2260,29,management,married,tertiary,205,no,787,1,yes
2261,33,technician,single,tertiary,317,yes,323,1,yes
2262,32,management,married,tertiary,4945,no,160,1,no
2263,30,management,married,tertiary,419,yes,194,1,no
2264,38,technician,single,secondary,1130,no,96,2,no
2265,55,admin.,married,secondary,1662,no,94,2,no
2266,25,admin.,single,secondary,1871,no,136,1,yes
2267,38,entrepreneur,divorced,secondary,1190,yes,81,2,no
2268,35,blue-collar,married,secondary,563,no,147,1,no
2269,31,unemployed,married,secondary,6,no,121,4,no
2270,25,services,single,secondary,594,no,89,2,yes
2271,31,management,single,tertiary,617,no,1161,1,yes
2272,27,student,single,secondary,538,no,124,2,yes
2273,34,admin.,single,secondary,303,no,282,3,yes
2274,40,admin.,single,secondary,985,yes,592,3,yes
2275,27,admin.,married,secondary,897,no,397,1,yes
2276,28,management,single,secondary,171,no,324,1,yes
2277,28,management,single,secondary,1633,no,275,1,yes
2278,35,admin.,divorced,secondary,1085,no,199,1,yes
2279,58,retired,married,primary,1980,no,255,1,yes
2280,44,technician,married,tertiary,1933,no,462,1,yes
2281,57,retired,married,secondary,1841,no,302,1,yes
2282,25,self-employed,single,tertiary,42,yes,149,1,yes
2283,21,student,single,secondary,794,no,191,1,yes
2284,49,technician,married,secondary,905,no,1543,1,yes
2285,54,management,married,tertiary,8295,no,207,1,yes
2286,59,retired,married,primary,0,no,493,2,no
2287,28,management,single,tertiary,874,yes,509,1,yes
2288,37,blue-collar,married,secondary,4321,no,657,1,yes
2289,30,technician,single,tertiary,0,yes,159,2,no
2290,35,housemaid,single,primary,745,no,522,3,yes
2291,31,management,single,tertiary,924,no,207,2,yes
2292,41,unemployed,single,primary,216,no,577,3,yes
2293,30,unemployed,single,tertiary,1159,no,366,1,yes
2294,28,self-employed,single,tertiary,3290,no,201,2,yes
2295,31,unemployed,single,secondary,582,yes,548,2,yes
2296,53,management,divorced,tertiary,380,no,438,2,yes
2297,22,blue-collar,single,secondary,682,no,126,2,yes
2298,36,services,married,primary,92,yes,244,7,no
2299,33,technician,single,secondary,66,no,157,2,no
2300,31,technician,single,tertiary,252,no,107,3,no
2301,49,admin.,married,tertiary,6574,no,138,3,no
2302,51,self-employed,married,unknown,2094,no,458,6,yes
2303,34,technician,married,secondary,294,yes,301,3,no
2304,35,blue-collar,married,primary,1177,no,243,4,no
2305,32,admin.,single,tertiary,8866,no,234,2,yes
2306,36,entrepreneur,divorced,tertiary,3407,no,993,4,yes
2307,31,management,single,tertiary,5205,no,529,2,yes
2308,25,technician,single,tertiary,3630,no,221,7,yes
2309,25,services,single,tertiary,12,no,126,6,no
2310,60,management,married,secondary,544,no,95,7,no
2311,40,self-employed,single,tertiary,10346,no,491,2,yes
2312,50,management,married,tertiary,1612,no,532,2,yes
2313,32,management,single,tertiary,718,yes,95,1,no
2314,60,admin.,married,secondary,3547,no,351,6,yes
2315,32,services,married,secondary,914,no,372,1,yes
2316,52,entrepreneur,married,secondary,1306,no,288,1,yes
2317,59,technician,married,secondary,259,no,415,1,yes
2318,56,retired,married,secondary,-1206,yes,382,2,no
2319,47,management,single,tertiary,372,no,257,1,yes
2320,43,management,married,tertiary,3518,no,181,2,yes
2321,25,services,single,secondary,505,no,284,1,yes
2322,31,student,single,secondary,1776,no,220,1,yes
2323,27,management,single,tertiary,20585,no,188,1,yes
2324,26,admin.,married,secondary,1595,no,155,1,yes
2325,37,admin.,single,tertiary,1000,yes,322,1,yes
2326,27,admin.,single,tertiary,138,no,89,2,yes
2327,49,management,married,tertiary,561,no,173,1,yes
2328,26,management,single,tertiary,170,no,129,1,yes
2329,28,management,single,tertiary,502,no,136,2,yes
2330,33,blue-collar,married,secondary,379,yes,263,2,no
2331,31,technician,married,unknown,14533,no,245,2,yes
2332,32,services,married,secondary,689,yes,162,3,no
2333,30,technician,single,secondary,2567,no,813,4,yes
2334,34,management,married,tertiary,443,no,235,3,yes
2335,58,retired,married,primary,2074,no,259,2,yes
2336,34,management,married,tertiary,2374,yes,270,2,yes
2337,26,services,single,secondary,1347,no,280,6,yes
2338,49,management,single,tertiary,7443,no,293,5,yes
2339,57,management,married,tertiary,10583,no,295,3,yes
2340,83,retired,married,primary,425,no,883,1,yes
2341,61,management,married,tertiary,997,no,269,1,yes
2342,64,retired,married,secondary,5966,yes,983,1,yes
2343,37,admin.,married,secondary,2061,yes,459,1,yes
2344,68,retired,married,secondary,0,no,586,1,yes
2345,71,retired,married,tertiary,2887,no,128,1,yes
2346,54,management,married,tertiary,1464,no,157,1,yes
2347,37,management,married,tertiary,1315,no,224,1,yes
2348,22,student,single,unknown,466,no,377,1,yes
2349,44,management,married,tertiary,2383,no,571,2,yes
2350,37,entrepreneur,married,tertiary,1649,no,140,3,no
2351,72,self-employed,married,tertiary,132,no,260,2,yes
2352,69,retired,divorced,primary,482,no,260,2,yes
2353,41,blue-collar,married,secondary,203,no,342,2,no
2354,44,blue-collar,married,secondary,88,yes,275,1,no
2355,32,services,single,secondary,2881,no,356,1,yes
2356,79,retired,married,secondary,668,no,363,1,yes
2357,33,technician,married,secondary,73,yes,218,1,no
2358,45,management,married,tertiary,1309,no,367,1,yes
2359,40,management,married,tertiary,2763,yes,566,1,yes
2360,42,entrepreneur,married,secondary,2959,yes,711,1,yes
2361,30,technician,single,secondary,930,no,396,1,yes
2362,28,management,single,tertiary,12956,yes,940,1,yes
2363,58,housemaid,divorced,secondary,0,no,478,2,yes
2364,39,admin.,divorced,secondary,19,yes,503,2,no
2365,31,blue-collar,married,secondary,625,yes,135,2,no
2366,45,admin.,married,unknown,5511,no,272,1,yes
2367,56,blue-collar,married,primary,1137,no,176,1,no
2368,46,management,divorced,tertiary,1329,no,247,2,yes
2369,56,retired,married,secondary,1044,no,353,2,yes
2370,27,services,single,secondary,302,no,203,1,yes
2371,30,unemployed,married,tertiary,330,no,264,1,yes
2372,26,self-employed,single,tertiary,2857,no,446,1,yes
2373,35,unemployed,single,primary,68,no,175,1,yes
2374,52,blue-collar,married,primary,1524,no,1007,6,yes
2375,54,admin.,married,secondary,1633,no,409,2,yes
2376,41,entrepreneur,married,primary,0,no,438,2,no
2377,24,management,single,tertiary,507,no,257,1,yes
2378,28,blue-collar,single,secondary,643,no,308,2,yes
2379,62,management,married,tertiary,2785,no,270,3,yes
2380,52,technician,married,secondary,137,no,227,2,no
2381,23,services,single,secondary,870,no,316,4,yes
2382,82,retired,married,primary,8603,no,429,1,yes
2383,63,retired,married,secondary,18016,no,371,1,yes
2384,32,admin.,married,secondary,51,yes,297,1,no
2385,31,management,married,tertiary,1032,no,284,1,yes
2386,37,services,married,secondary,981,no,682,2,yes
2387,40,technician,single,tertiary,431,no,180,2,yes
2388,66,retired,married,secondary,203,no,376,1,yes
2389,37,management,married,tertiary,3737,no,224,1,yes
2390,38,unemployed,married,primary,7005,yes,370,1,no
2391,27,student,single,secondary,111,no,495,2,yes
2392,58,retired,married,primary,565,no,876,1,yes
2393,49,housemaid,married,primary,889,no,388,1,yes
2394,31,management,single,secondary,202,yes,167,1,no
2395,31,management,single,tertiary,307,no,361,1,yes
2396,38,student,married,unknown,0,no,341,1,no
2397,79,retired,married,primary,429,no,1006,2,yes
2398,71,retired,married,tertiary,4388,no,896,2,yes
2399,52,technician,married,tertiary,2557,no,340,1,yes
2400,55,management,married,unknown,3122,no,349,1,yes
2401,46,blue-collar,married,secondary,922,yes,576,1,yes
2402,28,management,single,tertiary,3796,no,315,2,yes
2403,22,student,single,secondary,185,no,153,1,yes
2404,49,management,single,tertiary,151,yes,97,3,no
2405,20,student,single,unknown,829,no,253,2,yes
2406,19,student,single,primary,103,no,104,2,yes
2407,34,blue-collar,single,primary,79,no,336,4,no
2408,73,management,married,tertiary,1609,no,169,2,yes
2409,27,management,single,tertiary,2489,no,323,2,yes
2410,59,blue-collar,divorced,primary,989,no,125,2,no
2411,25,student,single,tertiary,58,no,139,5,no
2412,44,entrepreneur,single,unknown,323,no,332,2,yes
2413,28,management,single,tertiary,5474,no,486,5,yes
2414,25,management,single,tertiary,219,no,576,1,yes
2415,28,management,married,tertiary,1240,no,849,1,yes
2416,52,admin.,married,secondary,1228,yes,218,1,no
2417,57,management,married,tertiary,1660,no,642,1,yes
2418,49,management,divorced,tertiary,914,no,185,1,yes
